Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
South Africa,ZAF,2019,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,28.8976157501776
South Africa,ZAF,2018,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,28.3643368318656
South Africa,ZAF,2017,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,28.9131558195324
South Africa,ZAF,2016,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,29.0406590015195
South Africa,ZAF,2015,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,29.6472581887112
South Africa,ZAF,2014,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,28.8726130567165
South Africa,ZAF,2013,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,27.4101862231804
South Africa,ZAF,2012,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,26.5227856834625
South Africa,ZAF,2011,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,25.9740547550987
South Africa,ZAF,2010,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,25.5192267165858
South Africa,ZAF,2009,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.9965390873939
South Africa,ZAF,2008,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,26.8712941110509
South Africa,ZAF,2007,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,27.2583059687972
South Africa,ZAF,2006,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,26.9292690601181
South Africa,ZAF,2005,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,25.7301385005501
South Africa,ZAF,2004,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.0807788202014
South Africa,ZAF,2003,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.7024907610567
South Africa,ZAF,2002,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.7016759682254
South Africa,ZAF,2001,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.0019951706408
South Africa,ZAF,2000,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,23.0698153754344
South Africa,ZAF,1999,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.085492728306
South Africa,ZAF,1998,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,23.5980988040593
South Africa,ZAF,1997,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,23.054873900491
South Africa,ZAF,1996,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.9647545373647
South Africa,ZAF,1995,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.0235699547948
South Africa,ZAF,1994,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,21.3189452868409
South Africa,ZAF,1993,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,21.6283156898605
South Africa,ZAF,1992,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,20.9120993698717
South Africa,ZAF,1991,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.6576311137301
South Africa,ZAF,1990,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,23.3568517786016
South Africa,ZAF,1989,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,25.4570475837612
South Africa,ZAF,1988,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.6792392168807
South Africa,ZAF,1987,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,21.9119816840499
South Africa,ZAF,1986,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.5214475772292
South Africa,ZAF,1985,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,23.0538984678997
South Africa,ZAF,1984,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,21.1369971327482
South Africa,ZAF,1983,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,20.2899767682705
South Africa,ZAF,1982,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,20.5754963763455
South Africa,ZAF,1981,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,19.6075312886138
South Africa,ZAF,1980,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,20.6599939687235
South Africa,ZAF,1979,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,20.1695553880934
South Africa,ZAF,1978,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,19.8792227471254
South Africa,ZAF,1977,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,19.2764359650903
South Africa,ZAF,1976,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,18.6345471313193
South Africa,ZAF,1975,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,18.8685786322093
South Africa,ZAF,1974,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,18.1772926074743
South Africa,ZAF,1973,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,18.1215613221852
South Africa,ZAF,1972,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,17.4732038628887
South Africa,ZAF,2021,Taxes on exports (current LCU),GC.TAX.EXPT.CN,577263668.39
South Africa,ZAF,2020,Taxes on exports (current LCU),GC.TAX.EXPT.CN,51008553.27
South Africa,ZAF,2019,Taxes on exports (current LCU),GC.TAX.EXPT.CN,94681045.88
South Africa,ZAF,2018,Taxes on exports (current LCU),GC.TAX.EXPT.CN,77997123.76
South Africa,ZAF,2017,Taxes on exports (current LCU),GC.TAX.EXPT.CN,86855949.54
South Africa,ZAF,2016,Taxes on exports (current LCU),GC.TAX.EXPT.CN,117499824.68
South Africa,ZAF,2015,Taxes on exports (current LCU),GC.TAX.EXPT.CN,126834005.93
South Africa,ZAF,2014,Taxes on exports (current LCU),GC.TAX.EXPT.CN,117076827.92
South Africa,ZAF,2013,Taxes on exports (current LCU),GC.TAX.EXPT.CN,93405752.68
South Africa,ZAF,2012,Taxes on exports (current LCU),GC.TAX.EXPT.CN,55374637.8
South Africa,ZAF,2011,Taxes on exports (current LCU),GC.TAX.EXPT.CN,64228554.23
South Africa,ZAF,2010,Taxes on exports (current LCU),GC.TAX.EXPT.CN,70389705.61
South Africa,ZAF,2009,Taxes on exports (current LCU),GC.TAX.EXPT.CN,35765830.36
South Africa,ZAF,2005,Taxes on exports (current LCU),GC.TAX.EXPT.CN,1000000
South Africa,ZAF,2004,Taxes on exports (current LCU),GC.TAX.EXPT.CN,1000000
South Africa,ZAF,1987,Taxes on exports (current LCU),GC.TAX.EXPT.CN,19000000
South Africa,ZAF,1986,Taxes on exports (current LCU),GC.TAX.EXPT.CN,48000000
South Africa,ZAF,1985,Taxes on exports (current LCU),GC.TAX.EXPT.CN,57000000
South Africa,ZAF,1984,Taxes on exports (current LCU),GC.TAX.EXPT.CN,41000000
South Africa,ZAF,1983,Taxes on exports (current LCU),GC.TAX.EXPT.CN,40000000
South Africa,ZAF,1982,Taxes on exports (current LCU),GC.TAX.EXPT.CN,33000000
South Africa,ZAF,1981,Taxes on exports (current LCU),GC.TAX.EXPT.CN,25000000
South Africa,ZAF,1980,Taxes on exports (current LCU),GC.TAX.EXPT.CN,25000000
South Africa,ZAF,1979,Taxes on exports (current LCU),GC.TAX.EXPT.CN,52000000
South Africa,ZAF,1978,Taxes on exports (current LCU),GC.TAX.EXPT.CN,57000000
South Africa,ZAF,1977,Taxes on exports (current LCU),GC.TAX.EXPT.CN,51000000
South Africa,ZAF,1976,Taxes on exports (current LCU),GC.TAX.EXPT.CN,33000000
South Africa,ZAF,1975,Taxes on exports (current LCU),GC.TAX.EXPT.CN,19000000
South Africa,ZAF,1974,Taxes on exports (current LCU),GC.TAX.EXPT.CN,18000000
South Africa,ZAF,1973,Taxes on exports (current LCU),GC.TAX.EXPT.CN,23000000
South Africa,ZAF,1972,Taxes on exports (current LCU),GC.TAX.EXPT.CN,13000000
South Africa,ZAF,2021,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.0359703019403651
South Africa,ZAF,2020,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.00394140119607945
South Africa,ZAF,2019,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.00676854230290828
South Africa,ZAF,2018,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.00584177851896696
South Africa,ZAF,2017,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.00690521368621955
South Africa,ZAF,2016,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.0099431260884005
South Africa,ZAF,2015,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.011453824155063
South Africa,ZAF,2014,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.0115919357174622
South Africa,ZAF,2013,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.0101313427234034
South Africa,ZAF,2012,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.00665081001036902
South Africa,ZAF,2011,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.00843945439463146
South Africa,ZAF,2010,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.0102289425507746
South Africa,ZAF,2009,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.00584606920401958
South Africa,ZAF,2005,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.000236967947715392
South Africa,ZAF,2004,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.000278897240311807
South Africa,ZAF,1987,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.0485623003194888
South Africa,ZAF,1986,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.142348754448399
South Africa,ZAF,1985,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.190635451505017
South Africa,ZAF,1984,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.171440518503032
South Africa,ZAF,1983,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.207911014085971
South Africa,ZAF,1982,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.195162339582471
South Africa,ZAF,1981,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.179250017925002
South Africa,ZAF,1980,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.201726781247478
South Africa,ZAF,1979,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.555081127241674
South Africa,ZAF,1978,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.732459521973786
South Africa,ZAF,1977,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.755891507336594
South Africa,ZAF,1976,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.568867436648854
South Africa,ZAF,1975,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.367647058823529
South Africa,ZAF,1974,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.412749369410686
South Africa,ZAF,1973,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.635886093447608
South Africa,ZAF,1972,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0.459039548022599
South Africa,ZAF,2021,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,609954139057.466
South Africa,ZAF,2020,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,514510855617.741
South Africa,ZAF,2019,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,549819118492.14
South Africa,ZAF,2018,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,520592909479.445
South Africa,ZAF,2017,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,477176365203.928
South Africa,ZAF,2016,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,454725827241.512
South Africa,ZAF,2015,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,437366296825.068
South Africa,ZAF,2014,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,392191320937.717
South Africa,ZAF,2013,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,356702702944.508
South Africa,ZAF,2012,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,324163349903.57
South Africa,ZAF,2011,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,289545099223.347
South Africa,ZAF,2010,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,272096532404.898
South Africa,ZAF,2009,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,225371324749.245
South Africa,ZAF,2008,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,220765000000
South Africa,ZAF,2007,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,215851000000
South Africa,ZAF,2006,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,190829000000
South Africa,ZAF,2005,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,166582000000
South Africa,ZAF,2004,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,144337000000
South Africa,ZAF,2003,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,119780200000
South Africa,ZAF,2002,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,104511000000
South Africa,ZAF,2001,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,93027000000
South Africa,ZAF,2000,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,84249400000
South Africa,ZAF,1999,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,77485300000
South Africa,ZAF,1998,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,70319200000
South Africa,ZAF,1997,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,64087300000
South Africa,ZAF,1996,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,56721000000
South Africa,ZAF,1995,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,50576000000
South Africa,ZAF,1994,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,45017000000
South Africa,ZAF,1993,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,39530000000
South Africa,ZAF,1992,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,29579000000
South Africa,ZAF,1991,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,29293000000
South Africa,ZAF,1990,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,26796000000
South Africa,ZAF,1989,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,24575000000
South Africa,ZAF,1988,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,18715000000
South Africa,ZAF,1987,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,14618000000
South Africa,ZAF,1986,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,12020000000
South Africa,ZAF,1985,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,10872000000
South Africa,ZAF,1984,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,8924000000
South Africa,ZAF,1983,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,6582000000
South Africa,ZAF,1982,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,5575000000
South Africa,ZAF,1981,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,4379000000
South Africa,ZAF,1980,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,3609000000
South Africa,ZAF,1979,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2856000000
South Africa,ZAF,1978,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2301000000
South Africa,ZAF,1977,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1688000000
South Africa,ZAF,1976,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1476000000
South Africa,ZAF,1975,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1184000000
South Africa,ZAF,1974,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,912000000
South Africa,ZAF,1973,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,893000000
South Africa,ZAF,1972,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,780000000
South Africa,ZAF,2021,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.5610067276585
South Africa,ZAF,2020,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.128546039919
South Africa,ZAF,2019,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.7848191924426
South Africa,ZAF,2018,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,34.1673701372738
South Africa,ZAF,2017,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,32.4360160687744
South Africa,ZAF,2016,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,32.8174862074232
South Africa,ZAF,2015,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.2928906166311
South Africa,ZAF,2014,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,32.7735923596333
South Africa,ZAF,2013,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.5549809406584
South Africa,ZAF,2012,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,34.1686224179731
South Africa,ZAF,2011,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.4021197557206
South Africa,ZAF,2010,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,34.7504320305777
South Africa,ZAF,2009,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,32.0836647555576
South Africa,ZAF,2008,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,31.3488237357307
South Africa,ZAF,2007,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.6809862858088
South Africa,ZAF,2006,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,34.4261555724734
South Africa,ZAF,2005,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,35.1911002949105
South Africa,ZAF,2004,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,36.1898338402289
South Africa,ZAF,2003,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,35.2897225999096
South Africa,ZAF,2002,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.7110508999419
South Africa,ZAF,2001,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.1036912357615
South Africa,ZAF,2000,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,34.5333961838788
South Africa,ZAF,1999,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,34.6036858353865
South Africa,ZAF,1998,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,35.0729697646812
South Africa,ZAF,1997,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,35.5707573743468
South Africa,ZAF,1996,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,35.0949495310483
South Africa,ZAF,1995,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,36.7707788053277
South Africa,ZAF,1994,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,38.4268032437047
South Africa,ZAF,1993,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,37.2783855149
South Africa,ZAF,1992,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.3018092568199
South Africa,ZAF,1991,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,34.0758922339584
South Africa,ZAF,1990,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,34.8819953396946
South Africa,ZAF,1989,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.9068406964872
South Africa,ZAF,1988,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,34.6985315929991
South Africa,ZAF,1987,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.9290687958407
South Africa,ZAF,1986,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,31.8258843465367
South Africa,ZAF,1985,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,32.8151881923274
South Africa,ZAF,1984,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.7085442320768
South Africa,ZAF,1983,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,30.2565045508872
South Africa,ZAF,1982,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,29.0379707276421
South Africa,ZAF,1981,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,27.3107147311962
South Africa,ZAF,1980,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,25.0659813863037
South Africa,ZAF,1979,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,26.5328874024526
South Africa,ZAF,1978,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,25.6922733363109
South Africa,ZAF,1977,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,22.2134491380445
South Africa,ZAF,1976,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,22.1322537112011
South Africa,ZAF,1975,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,19.7728790915164
South Africa,ZAF,1974,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,17.8333985138835
South Africa,ZAF,1973,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,21.3381123058542
South Africa,ZAF,1972,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,23.6722306525038
South Africa,ZAF,2021,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,11.2195516197388
South Africa,ZAF,2020,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,10.5028598279438
South Africa,ZAF,2019,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,11.1109227465752
South Africa,ZAF,2018,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,11.056783617275
South Africa,ZAF,2017,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,10.6851020358427
South Africa,ZAF,2016,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,10.8944129162149
South Africa,ZAF,2015,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,11.2636241271475
South Africa,ZAF,2014,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,10.7422739534178
South Africa,ZAF,2013,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,10.4061139516894
South Africa,ZAF,2012,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,10.2389221580105
South Africa,ZAF,2011,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.75846673832455
South Africa,ZAF,2010,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.94076367578386
South Africa,ZAF,2009,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.02402859553461
South Africa,ZAF,2008,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.55387861625087
South Africa,ZAF,2007,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,10.4467378455936
South Africa,ZAF,2006,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,10.4962974350538
South Africa,ZAF,2005,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,10.2280202446431
South Africa,ZAF,2004,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.83282971828566
South Africa,ZAF,2003,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,8.98268074003871
South Africa,ZAF,2002,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,8.60133639853542
South Africa,ZAF,2001,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,8.93324718174935
South Africa,ZAF,2000,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,8.94679655177309
South Africa,ZAF,1999,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.39749329817149
South Africa,ZAF,1998,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.34446715767584
South Africa,ZAF,1997,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.22581707587357
South Africa,ZAF,1996,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.0703943132217
South Africa,ZAF,1995,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.10114252028315
South Africa,ZAF,1994,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.32706865850247
South Africa,ZAF,1993,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.20927731973789
South Africa,ZAF,1992,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,7.84066841439784
South Africa,ZAF,1991,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,8.8554672148493
South Africa,ZAF,1990,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.33190315660435
South Africa,ZAF,1989,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.95757646973018
South Africa,ZAF,1988,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,9.0663785836781
South Africa,ZAF,1987,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,8.42715737650104
South Africa,ZAF,1986,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,8.08991788935254
South Africa,ZAF,1985,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,8.54394568087514
South Africa,ZAF,1984,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,7.98990070820388
South Africa,ZAF,1983,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,6.82263431219098
South Africa,ZAF,1982,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,6.748332586881
South Africa,ZAF,1981,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,6.02462681433583
South Africa,ZAF,1980,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,5.80374372829024
South Africa,ZAF,1979,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,6.03818262542548
South Africa,ZAF,1978,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,5.78024517684887
South Africa,ZAF,1977,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,4.81707665087609
South Africa,ZAF,1976,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,4.59426650480904
South Africa,ZAF,1975,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,4.18271099021444
South Africa,ZAF,1974,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.66500562610513
